1.053348;9.406078;31.264231;8.459867;269.737244;3067476477
5.901364;9.488817;18.000883;-14.372694;348.887115;3656950013
-0.515913;16.119846;38.608288;26.435297;113.279526;3602379775
2.878661;8.488716;19.306305;12.164555;69.400925;4204326654
1.303750;6.289135;25.274277;12.209110;171.096252;3367763711
7.235172;18.640371;26.294140;20.967562;263.849457;3241476092
1.408123;4.800164;16.601231;14.257104;142.920319;4126530815
9.806359;10.772577;15.161520;12.080495;65.475792;3858288379
11.512037;-3.190342;27.807552;15.386382;305.027313;3532582650
4.043549;0.515459;22.738953;20.680668;271.945099;3992841983
13.358406;18.981203;32.317039;21.732014;175.473343;4186008830
9.196752;3.551499;18.950470;10.884731;124.190033;3963669245
-1.056550;-11.764946;36.385010;22.148750;71.800140;1191110396
11.704000;16.837639;29.996794;16.093584;15.420090;2594176511
-10.552994;-1.972137;29.543743;26.540766;71.217842;2496265983
2.428206;-2.621876;39.290905;-23.116320;39.296242;4015828223
8.937040;10.379925;20.866879;-19.937860;45.885956;4251494143
